ID,bed,bath,acre_lot,city,state,zip_code,house_size,price,sold_previously
Puert21491,1.0,1.0,5.88,Carolina,Puerto Rico,983.0,1091.0,399000.0,0.0
Puert21492,3.0,2.0,0.08,Carolina,Puerto Rico,983.0,1785.0,485000.0,0.0
Puert21493,1.0,1.0,1.93,Carolina,Puerto Rico,983.0,1091.0,88000.0,0.0
Puert21494,3.0,2.0,0.06,Carolina,Puerto Rico,985.0,2038.0,72500.0,0.0
Puert21495,3.0,1.0,0.08,Carolina,Puerto Rico,985.0,1776.0,130900.0,0.0
Puert21496,7.0,6.0,0.06,Carolina,Puerto Rico,985.0,3000.0,164000.0,0.0
Puert21497,3.0,2.0,10.2,Carolina,Puerto Rico,985.0,1000.0,88000.0,0.0
Puert21498,7.0,3.0,0.1,Carolina,Puerto Rico,985.0,2546.0,110000.0,0.0
Puert21499,4.0,2.0,3.2,Carolina,Puerto Rico,985.0,1200.0,164432.0,0.0
Puert21500,4.0,4.0,0.09,Carolina,Puerto Rico,985.0,1190.0,237500.0,0.0
Puert21501,4.0,1.0,0.02,Carolina,Puerto Rico,985.0,752.0,190000.0,0.0
Puert21502,3.0,1.0,0.08,Carolina,Puerto Rico,985.0,857.0,99900.0,0.0
Puert21503,2.0,1.0,0.02,Carolina,Puerto Rico,985.0,860.0,125000.0,0.0
Puert21504,4.0,1.0,0.02,Carolina,Puerto Rico,985.0,752.0,190000.0,0.0
Puert21505,3.0,2.0,0.08,Carolina,Puerto Rico,985.0,1200.0,155000.0,0.0
Puert21506,3.0,2.0,0.08,Carolina,Puerto Rico,985.0,1529.0,100000.0,0.0
Puert21507,3.0,2.0,10.2,Carolina,Puerto Rico,985.0,1099.0,100000.0,0.0
Puert21508,2.0,1.0,0.09,Carolina,Puerto Rico,985.0,750.0,90000.0,0.0
Puert21509,3.0,1.0,0.07,Carolina,Puerto Rico,985.0,1000.0,102000.0,0.0
Puert21510,7.0,5.0,0.08,Carolina,Puerto Rico,985.0,2888.0,129100.0,0.0
Puert21511,3.0,2.0,10.2,Carolina,Puerto Rico,985.0,1248.0,135000.0,0.0
Puert21512,3.0,1.0,0.08,Carolina,Puerto Rico,985.0,865.0,100000.0,0.0
Puert21513,3.0,1.0,0.06,Carolina,Puerto Rico,985.0,798.0,136000.0,0.0
Puert21514,3.0,2.0,0.09,Carolina,Puerto Rico,985.0,1109.0,165000.0,0.0
Puert21515,3.0,2.0,10.2,Carolina,Puerto Rico,985.0,3464.0,399000.0,0.0
Puert21516,4.0,3.0,0.08,Carolina,Puerto Rico,985.0,1302.0,130000.0,0.0
Puert21517,1.0,1.0,0.1,Carolina,Puerto Rico,985.0,3012.0,480000.0,0.0
Puert21518,1.0,1.0,0.63,Carolina,Puerto Rico,985.0,12032.0,850000.0,0.0
Puert21519,1.0,1.0,0.68,Carolina,Puerto Rico,985.0,1091.0,215000.0,0.0
Puert21520,2.0,2.0,17.2,Carolina,Puerto Rico,987.0,1079.0,75000.0,0.0
Puert21521,4.0,2.0,0.02,Carolina,Puerto Rico,987.0,303.0,95000.0,0.0
Puert21522,3.0,2.0,0.09,Carolina,Puerto Rico,987.0,1405.0,147000.0,0.0
Puert21523,5.0,2.0,0.08,Carolina,Puerto Rico,987.0,1700.0,101000.0,0.0
Puert21524,3.0,2.0,0.03,Carolina,Puerto Rico,987.0,1476.0,164000.0,0.0
Puert21525,3.0,2.0,0.02,Carolina,Puerto Rico,987.0,1154.0,110000.0,0.0
Puert21526,5.0,3.0,1.22,Carolina,Puerto Rico,987.0,3872.0,275000.0,0.0
Puert21527,3.0,1.0,-1.1,Carolina,Puerto Rico,987.0,1032.0,86000.0,0.0
Puert21528,1.0,1.0,12.9,Carolina,Puerto Rico,987.0,375.0,210000.0,0.0
Puert21529,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,700.0,90000.0,0.0
Puert21530,1.0,1.0,124.0,Carolina,Puerto Rico,987.0,1091.0,10375000.0,0.0
Puert21531,3.0,2.0,0.07,Carolina,Puerto Rico,987.0,1600.0,95000.0,0.0
Puert21532,3.0,3.0,0.97,Carolina,Puerto Rico,987.0,1550.0,299000.0,0.0
Puert21533,3.0,1.0,0.07,Carolina,Puerto Rico,987.0,880.0,93000.0,0.0
