ID,bed,bath,acre_lot,city,state,zip_code,house_size,price,sold_previously,latitude,longitude
Vermo121,1.0,2.0,0.2,Readsboro,Vermont,5350.0,2912.0,152500.0,0,42.79879,-72.97187
Vermo122,6.0,3.0,0.81,Pownal,Vermont,5261.0,2584.0,299900.0,0,42.77516,-73.21273
Vermo123,2.0,1.0,0.98,Pownal,Vermont,5261.0,1248.0,259900.0,0,42.77516,-73.21273
Vermo124,3.0,2.0,0.34,Bennington,Vermont,5201.0,1716.0,199500.0,1,42.87652,-73.1426
Vermo125,3.0,1.0,0.27,Bennington,Vermont,5201.0,1475.0,135000.0,1,42.87652,-73.1426
Vermo126,5.0,5.0,48.0,Stamford,Vermont,5352.0,5767.0,1075000.0,1,42.78796,-73.07862
Vermo127,4.0,4.0,177.0,Halifax,Vermont,5358.0,7149.0,3500000.0,0,42.77396,-72.73164
Vermo128,3.0,2.0,2.34,Pownal,Vermont,5261.0,1792.0,439900.0,0,42.77516,-73.21273
Vermo129,2.0,1.0,1.0,Readsboro,Vermont,5350.0,784.0,149000.0,1,42.79879,-72.97187
Vermo130,9.0,6.0,3.01,Pownal,Vermont,5261.0,3580.0,385000.0,0,42.77516,-73.21273
Vermo131,4.0,4.0,5.81,Pownal,Vermont,5261.0,7102.0,649000.0,0,42.77516,-73.21273
Vermo132,2.0,1.0,5.0,Pownal,Vermont,5261.0,1320.0,195000.0,1,42.77516,-73.21273
Vermo133,2.0,2.0,3.0,Readsboro,Vermont,5350.0,1500.0,249000.0,0,42.79879,-72.97187
Vermo134,4.0,4.0,0.25,Whitingham,Vermont,5342.0,4800.0,229000.0,0,42.77468,-72.80015
Vermo135,7.0,6.0,1.56,Bennington,Vermont,5201.0,5187.0,569000.0,0,42.87652,-73.1426
Vermo136,3.0,1.0,0.19,Bennington,Vermont,5201.0,1735.0,125000.0,0,42.87652,-73.1426
Vermo137,4.0,4.0,20.88,Whitingham,Vermont,5361.0,4000.0,825000.0,0,42.78021,-72.87935
Vermo138,2.0,1.0,0.12,Bennington,Vermont,5201.0,784.0,89000.0,1,42.87652,-73.1426
Vermo139,3.0,1.0,0.15,Bennington,Vermont,5201.0,1144.0,169000.0,1,42.87652,-73.1426
Vermo140,3.0,1.0,0.17,Bennington,Vermont,5201.0,1144.0,154900.0,1,42.87652,-73.1426
Vermo141,2.0,2.0,8.7,Readsboro,Vermont,5350.0,1252.0,239000.0,1,42.79879,-72.97187
Vermo142,1.0,1.0,7.04,Readsboro,Vermont,5350.0,640.0,119000.0,1,42.79879,-72.97187
Vermo143,4.0,2.0,0.05,Bennington,Vermont,5201.0,1440.0,129500.0,0,42.87652,-73.1426
Vermo144,3.0,3.0,0.75,Whitingham,Vermont,5361.0,2600.0,425000.0,0,42.78021,-72.87935
Vermo145,3.0,1.0,0.24,Bennington,Vermont,5201.0,1152.0,189900.0,1,42.87652,-73.1426
Vermo146,4.0,1.0,0.34,Bennington,Vermont,5201.0,1358.0,199000.0,0,42.87652,-73.1426
Vermo147,3.0,3.0,134.4,Halifax,Vermont,5358.0,2600.0,1450000.0,1,42.77396,-72.73164
Vermo148,2.0,1.0,0.14,Bennington,Vermont,5201.0,944.0,129000.0,0,42.87652,-73.1426
Vermo149,3.0,3.0,0.15,Bennington,Vermont,5201.0,1588.0,195000.0,1,42.87652,-73.1426
Vermo150,3.0,1.0,0.25,Bennington,Vermont,5201.0,1248.0,125000.0,0,42.87652,-73.1426
Vermo151,3.0,2.0,0.31,Bennington,Vermont,5201.0,1328.0,229900.0,1,42.87652,-73.1426
Vermo152,5.0,2.0,0.22,Bennington,Vermont,5201.0,2169.0,169000.0,1,42.87652,-73.1426
Vermo153,4.0,1.0,0.34,Bennington,Vermont,5201.0,1875.0,250000.0,0,42.87652,-73.1426
Vermo154,4.0,3.0,0.17,Bennington,Vermont,5201.0,1794.0,269000.0,1,42.87652,-73.1426
Vermo155,3.0,1.0,0.49,Brattleboro,Vermont,5301.0,960.0,250000.0,0,42.84346,-72.65901
Vermo156,6.0,5.0,0.7,Brattleboro,Vermont,5301.0,2950.0,359000.0,0,42.84346,-72.65901
Vermo157,12.0,5.0,30.0,Whitingham,Vermont,5342.0,7400.0,789000.0,0,42.77468,-72.80015
Vermo158,4.0,2.0,0.72,Brattleboro,Vermont,5301.0,2160.0,189900.0,0,42.84346,-72.65901
Vermo159,2.0,1.0,0.18,Brattleboro,Vermont,5301.0,944.0,250000.0,0,42.84346,-72.65901
Vermo160,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo161,12.0,6.0,0.23,Brattleboro,Vermont,5301.0,5592.0,575000.0,0,42.84346,-72.65901
Vermo162,12.0,5.0,30.0,Whitingham,Vermont,5342.0,7400.0,789000.0,0,42.77468,-72.80015
Vermo163,4.0,3.0,1.0,Dover,Vermont,5356.0,3005.0,649900.0,0,42.95423,-72.86952
Vermo164,3.0,1.0,0.49,Brattleboro,Vermont,5301.0,960.0,250000.0,0,42.84346,-72.65901
Vermo165,4.0,3.0,0.25,Wilmington,Vermont,5363.0,2268.0,575000.0,1,42.88301,-72.89554
Vermo166,6.0,5.0,0.7,Brattleboro,Vermont,5301.0,2950.0,359000.0,0,42.84346,-72.65901
Vermo167,12.0,5.0,30.0,Whitingham,Vermont,5342.0,7400.0,789000.0,0,42.77468,-72.80015
Vermo168,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo169,12.0,6.0,0.23,Brattleboro,Vermont,5301.0,5592.0,575000.0,0,42.84346,-72.65901
Vermo170,15.0,8.0,30.0,Wilmington,Vermont,5363.0,6862.0,3499900.0,0,42.88301,-72.89554
Vermo171,3.0,1.0,0.49,Brattleboro,Vermont,5301.0,960.0,250000.0,0,42.84346,-72.65901
Vermo172,3.0,4.0,0.4,Brattleboro,Vermont,5301.0,2281.0,299000.0,1,42.84346,-72.65901
Vermo173,12.0,5.0,30.0,Whitingham,Vermont,5342.0,7400.0,789000.0,0,42.77468,-72.80015
Vermo174,4.0,3.0,1.73,Vernon,Vermont,5354.0,2964.0,419000.0,0,42.76211,-72.52553
Vermo175,4.0,2.0,0.72,Brattleboro,Vermont,5301.0,2160.0,189900.0,0,42.84346,-72.65901
Vermo176,6.0,5.0,0.7,Brattleboro,Vermont,5301.0,2950.0,359000.0,0,42.84346,-72.65901
Vermo177,2.0,1.0,0.18,Brattleboro,Vermont,5301.0,944.0,250000.0,0,42.84346,-72.65901
Vermo178,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo179,12.0,6.0,0.23,Brattleboro,Vermont,5301.0,5592.0,575000.0,0,42.84346,-72.65901
Vermo180,7.0,4.0,0.15,Brattleboro,Vermont,5301.0,3612.0,399000.0,0,42.84346,-72.65901
Vermo181,12.0,5.0,30.0,Whitingham,Vermont,5342.0,7400.0,789000.0,0,42.77468,-72.80015
Vermo182,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo183,3.0,2.0,0.41,Bennington,Vermont,5201.0,1352.0,159900.0,1,42.87652,-73.1426
Vermo184,4.0,3.0,0.25,Wilmington,Vermont,5363.0,2268.0,575000.0,1,42.88301,-72.89554
Vermo185,2.0,2.0,0.8,Wilmington,Vermont,5363.0,1056.0,150000.0,0,42.88301,-72.89554
Vermo186,12.0,5.0,30.0,Whitingham,Vermont,5342.0,7400.0,789000.0,0,42.77468,-72.80015
Vermo187,4.0,2.0,2.23,Pownal,Vermont,5261.0,1964.0,319900.0,0,42.77516,-73.21273
Vermo188,4.0,4.0,21.0,Wilmington,Vermont,5363.0,4000.0,3250000.0,0,42.88301,-72.89554
Vermo189,12.0,5.0,30.0,Whitingham,Vermont,5342.0,7400.0,789000.0,0,42.77468,-72.80015
Vermo190,4.0,3.0,1.73,Vernon,Vermont,5354.0,2964.0,419000.0,0,42.76211,-72.52553
Vermo191,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo192,6.0,5.0,0.7,Brattleboro,Vermont,5301.0,2950.0,359000.0,0,42.84346,-72.65901
Vermo193,4.0,2.0,0.72,Brattleboro,Vermont,5301.0,2160.0,189900.0,0,42.84346,-72.65901
Vermo194,2.0,1.0,0.18,Brattleboro,Vermont,5301.0,944.0,250000.0,0,42.84346,-72.65901
Vermo195,12.0,6.0,0.23,Brattleboro,Vermont,5301.0,5592.0,575000.0,0,42.84346,-72.65901
Vermo196,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo197,12.0,5.0,30.0,Whitingham,Vermont,5342.0,7400.0,789000.0,0,42.77468,-72.80015
Vermo198,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo199,6.0,5.0,0.7,Brattleboro,Vermont,5301.0,2950.0,359000.0,0,42.84346,-72.65901
Vermo200,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo201,12.0,6.0,0.23,Brattleboro,Vermont,5301.0,5592.0,575000.0,0,42.84346,-72.65901
Vermo202,3.0,1.0,0.49,Brattleboro,Vermont,5301.0,960.0,250000.0,0,42.84346,-72.65901
Vermo203,6.0,5.0,0.7,Brattleboro,Vermont,5301.0,2950.0,359000.0,0,42.84346,-72.65901
Vermo204,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,449000.0,0,42.84346,-72.65901
Vermo205,3.0,1.0,3.4,Guilford,Vermont,5301.0,1335.0,200000.0,0,42.84346,-72.65901
Vermo206,6.0,3.0,2.56,Vernon,Vermont,5354.0,3108.0,515000.0,1,42.76211,-72.52553
Vermo207,3.0,3.0,0.15,Brattleboro,Vermont,5301.0,2100.0,225000.0,0,42.84346,-72.65901
Vermo208,3.0,2.0,1.8,Westminster,Vermont,5346.0,1248.0,124900.0,0,43.02337,-72.53043
Vermo209,4.0,3.0,1.57,Brattleboro,Vermont,5301.0,2834.0,595000.0,0,42.84346,-72.65901
Vermo210,2.0,1.0,1.0,Guilford,Vermont,5301.0,1116.0,249000.0,1,42.84346,-72.65901
Vermo211,3.0,2.0,0.09,Brattleboro,Vermont,5301.0,1927.0,229900.0,0,42.84346,-72.65901
